coinclaim,clm,{'ethereum': '0x0b4c2708f052dca413600e237675e4d6778a9375'}
coindeal-token,cdl,{'ethereum': '0xcb17cd357c7acd594717d899ecb9df540f633f27'}
coin-discovery,codi,{'binance-smart-chain': '0x4ac32178097c1f62beadcc2d215b54d6915013ee'}
coindom,scc,{'neo': '323571cfc42a40d48d64832a7da594039fbac76a'}
coinex-token,cet,{'ethereum': '0x081f67afa0ccf8c7b17540767bbe95df2ba8d97f'}
coinfi,cofi,{'ethereum': '0x3136ef851592acf49ca4c825131e364170fa32b3'}
coinfirm-amlt,amlt,{'ethereum': '0xca0e7269600d353f70b14ad118a49575455c0f2f'}
coinflect,cflt,{'binance-smart-chain': '0x04305e84400f70b778868fd5226a6135d8fe151d'}
coingress,cgress,{'ethereum': '0xe8a95475884e5f13adb1f9f10e84f7390bac1b5c'}
coin-guardian,cgd,{'binance-smart-chain': '0xebf66828c3d2f86e3bd59222bd7570973800c26b'}
coinhunters,chtrv2,{'binance-smart-chain': '0xa23a065b6525711811da2cee2edad9e2c9f87b0c'}
coinlancer,cl,{'ethereum': '0xe81d72d14b1516e68ac3190a46c93302cc8ed60f'}
coinlion,lion,{'ethereum': '0x2167fb82309cf76513e83b25123f8b0559d6b48f'}
coinloan,clt,{'ethereum': '0x2001f2a0cf801ecfda622f6c28fb6e10d803d969'}
coinmeet,meet,{'ethereum': '0xf77f4810e7521298a6e2a04f82a6c3492706d74f'}
coinmerge,cmerge,{'ethereum': '0xc48b4814faed1ccc885dd6fde62a6474aecbb19a'}
coinmerge-bsc,cmerge,{'binance-smart-chain': '0x8d3e3a57c5f140b5f9feb0d43d37a347ee01c851'}
coinmetro,xcm,{'ethereum': '0x36ac219f90f5a6a3c77f2a7b660e3cc701f68e25'}
coinmooner,mooner,{'binance-smart-chain': '0x34e942859469c9db9c22f4eaf866e2c2401bb795'}
coinnec,coi,{'ethereum': '0x8a1a9477a710d470575b1da335e524b27e8091ab'}
coin-of-nature,con,{'binance-smart-chain': '0xe0e0fbc7e8d881953d39cf899409410b50b8c924'}
coin-of-the-champions,coc,{'binance-smart-chain': '0xbdc3b3639f7aa19e623a4d603a3fb7ab20115a91'}
coinone-token,cone,{'binance-smart-chain': '0x9628735017f1a985ebaac0b203efb9e8d3ed0fef'}
coin-oracle,ora,{'binance-smart-chain': '0x3242bc862d11155f17ea4b8d0250185fc2c5cf21'}
coinpad,CP,{'binance-smart-chain': '0x31ce6ac6007eb0f5abbc1ca824a9e62db81e8933'}
coinpoker,chp,"{'ethereum': '0x0a6e18fb2842855c3af925310b0f50a4bfa17909', 'polygon-pos': '0x59b5654a17ac44f3068b3882f298881433bb07ef'}"
coinracer,crace,{'binance-smart-chain': '0xfbb4f2f342c6daab63ab85b0226716c4d1e26f36'}
coin-sack,cs,{'binance-smart-chain': '0x125ce3f13950c5fa94397927f88c352fded680ad'}
coinsbit-token,cnb,{'ethereum': '0xc538143202f3b11382d8606aae90a96b042a19db'}
coinscope,coinscope,{'binance-smart-chain': '0xd41c4805a9a3128f9f7a7074da25965371ba50d5'}
coinspaid,cpd,"{'ethereum': '0x9b31bb425d8263fa1b8b9d090b83cf0c31665355', 'binance-smart-chain': '0x2406dce4da5ab125a18295f4fb9fd36a0f7879a2', 'polygon-pos': '0x1ce4a2c355f0dcc24e32a9af19f1836d6f4f98ae'}"
coinstox,csx,{'ethereum': '0x3aadc3bce49724ce299fd9f3850211211c399c8c'}
coinsuper-ecosystem-network,cen,{'ethereum': '0x0bc61dded5f6710c637cf8288eb6058766ce1921'}
coinswap,coins,{'binance-smart-chain': '0xc53c40fb8ed1522fb9b5a500ae89bc6b1bbc9302'}
coinswap-space,css,{'binance-smart-chain': '0x3bc5798416c1122bcfd7cb0e055d50061f23850d'}
coin-to-fish,CTFT,{'binance-smart-chain': '0x55e00121241d6870324a8e6dffaabbe2e0359863'}
cointorox,orox,{'ethereum': '0x1c5b760f133220855340003b43cc9113ec494823'}
cointribe,ctribe,{'binance-smart-chain': '0x52f50e3da8f09c31858c243bc6a98a398752dadc'}
cointribute,ctb,{'binance-smart-chain': '0xa2bea3254001f3ab2bae11c314b7c1024ad86100'}
coinversation,cto,"{'ethereum': '0xa5e48a6e56e164907263e901b98d9b11ccb46c47', 'binance-smart-chain': '0x7e7fd06a447b4b438170a80dd53b2f785d9db825'}"
coinweb,cweb,{'ethereum': ''}
coinwind,cow,"{'huobi-token': '0x80861a817106665bca173db6ac2ab628a738c737', 'binance-smart-chain': '0x422e3af98bc1de5a1838be31a56f75db4ad43730', 'ethereum': '0x34965f73cfa05bf8d8af37cb4af64fa950605ea8'}"
coinxpad,cxpad,{'binance-smart-chain': '0xe90d1567ecef9282cc1ab348d9e9e2ac95659b99'}
coinzoom-token,zoom,{'ethereum': '0x69cf3091c91eb72db05e45c76e58225177dea742'}
cola-token,cola,{'ethereum': '0x19e98c4921aab7e3f5fd2adca36cfb669c63e926'}
coldbank,cold,{'ethereum': '0xf49f43c1e8b0c8ac13e63ec7921692a199029d49'}
cold-finance,cold,{'binance-smart-chain': '0x9a6fda69fa9859b169ef17b600ce81c59cf16f01'}
coldstack,cls,{'ethereum': '0x675bbc7514013e2073db7a919f6e4cbef576de37'}
collar-dobe-defender,collar,{'ethereum': '0x4cde0dd772eafe365728e6434e55e2c975df5f0f'}
collateral-pay,coll,"{'ethereum': '0x957891c11616d3e0b0a76a76fb42724c382e0ef3', 'binance-smart-chain': '0xa4cb040b85e94f5c0c32ea1151b20d3ab40b3493'}"
collateral-pay-governance,collg,{'ethereum': '0xc92276872cd1907d2e00b58a81a9bbd275b0a4ba'}
collectcoin,clct,{'binance-smart-chain': '0x6b81ed499bfe7f4cb79c381892e5ce69c3c9a9df'}
collectible,collt,{'binance-smart-chain': '0x4b2172e798572973b2e670678902d26d2e44c24a'}
collective,co2,{'ethereum': '0x75739d5944534115d7c54ee8c73f186d793bae02'}
collective-vault-nftx,collective,{'ethereum': '0xb3b4431f812a74bdfc148d6bddfadecdc63fc083'}
collector-coin,ags,"{'binance-smart-chain': '0x73ffdf2d2afb3def5b10bf967da743f2306a51db', 'ethereum': '0x667fd83e24ca1d935d36717d305d54fa0cac991c'}"
collegecoinnetwork,ccn,{'xrp': 'rG1bDjT25WyvPz757YC9NqdRKyz9ywF8e8'}
collegicoin,clg,{'': ''}
colligo-token,cotk,{'binance-smart-chain': '0xc2770e5520b441bc730b3894f32a4b8cf1b991e5'}
colony,cly,{'avalanche': '0xec3492a2508ddf4fdc0cd76f31f340b30d1793e6'}
color,clr,{'ethereum': '0x2396fbc0e2e3ae4b7206ebdb5706e2a5920349cb'}
colossuscoinxt,colx,{'binance-smart-chain': '0xf8acf86194443dcde55fc5b9e448e183c290d8cb'}
columbus,cbs,{'binance-smart-chain': '0x5a9908ec2173bac7423f490bfd2b24ae9cba7115'}
combine-finance,comb,{'ethereum': '0x7d36cce46dd2b0d28dde12a859c2ace4a21e3678'}
combo-2,comb,{'ethereum': '0x7c81542ed859a2061538fee22b6544a235b9557d'}
comdex,cmdx,{'osmosis': 'ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0'}
comet-nodes,comet,{'avalanche': '0x2923e182a6e68c0fe4006736a33b32f805703683'}
comfytoken,comfy,{'binance-smart-chain': '0xc737b44cb0aa18815a1f6918eb338dee7e7e6bd7'}
commercium,cmm,{'': ''}
commons-earth,com,{'ethereum': '0xcae838187c1f813fc3bfae6387bf34aeacb5bef6'}
communifty,cnft,{'ethereum': '0x8e2b4badac15a4ec8c56020f4ce60faa7558c052'}
community-business-token,cbt,{'ethereum': '0xfa93660c3f6a848556bb8e265f994160a1f2b289'}
community-chain,comc,{'ethereum': '0xa5e99ad202bdd71d3518306cf4dd163261981af1'}
community-coin-2,ctc,{'tron': 'TEedXAqp2opGVwG5JgzRrQ3u4EmgPfNoQE'}
community-coin-token,cmc,{'binance-smart-chain': '0x2881a6bd504e323f70159d032f89374222e40d22'}
community-doge-coin,ccdoge,{'binance-smart-chain': '0x99e3259d1d780746c62b4a90833d607b40fb36ce'}
communitytoken,ct,{'klay-token': '0x7f223b1607171b81ebd68d22f1ca79157fd4a44b'}
comodo-coin,cmd,{'binance-smart-chain': '0x8ddd62949700937458a5c6535d1ee5dbebe62b77'}
complete-humanity,humanity,{'binance-smart-chain': '0x2e4114a9768e722cdd94990642fc0b4b159176dd'}
complifi,comfi,{'ethereum': '0x752efadc0a7e05ad1bcccda22c141d01a75ef1e4'}
complus-network,com,{'avalanche': '0x3711c397b6c8f7173391361e27e67d72f252caad'}
component,cmp,{'ethereum': '0x9f20ed5f919dc1c1695042542c13adcfc100dcab'}
compound-0x,czrx,{'ethereum': '0xb3319f5d18bc0d84dd1b4825dcde5d5f7266d407'}
compound-augur,crep,{'ethereum': '0x158079ee67fce2f58472a96584a73c7ab9ac95c1'}
compound-basic-attention-token,cbat,{'ethereum': '0x6c8c6b02e7b2be14d4fa6022dfd6d75921d90e4e'}
compound-coin,comp,{'': ''}
compound-ether,ceth,{'ethereum': '0x4ddc2d193948926d02f9b1fe9e1daa0718270ed5'}
compound-governance-token,comp,"{'ethereum': '0xc00e94cb662c3520282e6f5717214004a7f26888', 'binance-smart-chain': '0x52ce071bd9b1c4b00a0b92d298c512478cad67e8', 'avalanche': '0xc3048e19e76cb9a3aa9d77d8c03c29fc906e2437', 'polygon-pos': '0x8505b9d2254a7ae468c0e9dd10ccea3a837aef5c', 'harmony-shard-0': '0x32137b9275ea35162812883582623cd6f6950958', 'arbitrum-one': '0x354a6da3fcde098f8389cad84b0182725c6c91de', 'sora': '0x00dbd45af9f2ea406746f9025110297469e9d29efc60df8d88efb9b0179d6c2c'}"
compound-maker,cmkr,{'ethereum': '0x95b4ef2869ebd94beb4eee400a99824bf5dc325b'}
compound-sai,csai,{'ethereum': '0xf5dce57282a584d2746faf1593d3121fcac444dc'}
compound-sushi,csushi,{'ethereum': '0x4b0181102a0112a2ef11abee5563bb4a3176c9d7'}
compound-uniswap,cuni,{'ethereum': '0x35a18000230da775cac24873d00ff85bccded550'}
compound-usd-coin,cusdc,{'ethereum': '0x39aa39c021dfbae8fac545936693ac917d5e7563'}
compound-usdt,cusdt,{'ethereum': '0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9'}
compound-wrapped-btc,cwbtc,{'ethereum': '0xccf4429db6322d5c611ee964527d42e5d685dd6a'}
compound-wrapped-btc-legacy,cwbtc,{'ethereum': '0xc11b1268c1a384e55c48c2391d8d480264a3a7f4'}
compound-yearn-finance,cyfi,{'ethereum': '0x80a2ae356fc9ef4305676f7a3e2ed04e12c33946'}
comsa,cms,{'ethereum': '0xf83301c5cd1ccbb86f466a6b3c53316ed2f8465a'}
conceal,ccx,{'': ''}
concentrated-voting-power,cvp,{'ethereum': '0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1'}
concern-proverty-chain,chy,{'ethereum': '0x35a23bc27c345b36dee700a256f69c6334030971'}
concierge-io,ava,{'binancecoin': 'AVA-645'}
condensate,rain,{'': ''}
conegame,conegame,{'binance-smart-chain': '0xdaea6336f48873df6e212836d9aa766ab7ff1d95'}
conflux-token,cfx,{'': ''}
conjure,cnj,{'ethereum': '0x00a55375002f3cda400383f479e7cd57bad029a9'}
connect-business-network,cbn,{'': ''}
connect-coin,xcon,{'ethereum': '0x015df42d36bc851c7f15f80bd1d4e8dbf02aed0c'}
connect-financial,cnfi,{'ethereum': '0xeabb8996ea1662cad2f7fb715127852cd3262ae9'}
connectjob,cjt,{'ethereum': '0x3abdff32f76b42e7635bdb7e425f0231a5f3ab17'}
connectome,cntm,{'ethereum': '0x0e5f00da8aaef196a719d045db89b5da8f371b32'}
consentium,csm,{'ethereum': '0xd8698a985b89650d0a70f99ad2909bd0c0b4b51c'}
constellation-labs,dag,{'': ''}
constitutiondao,people,{'ethereum': '0x7a58c0be72be218b41c608b7fe7c5bb630736c71'}
contentbox,box,{'ethereum': '0x63f584fa56e60e4d0fe8802b27c7e6e3b33e007f'}
contentos,cos,{'binancecoin': 'COS-2E4'}
content-value-network,cvnt,{'ethereum': '0x6400b5522f8d448c0803e6245436dd1c81df09ce'}
continuum-world,um,"{'ethereum': '0xb19dd661f076998e3b0456935092a233e12c2280', 'polygon-pos': '0x3b1a0c9252ee7403093ff55b4a5886d49a3d837a'}"
contracoin,ctcn,{'ethereum': '0xfd6c31bb6f05fc8db64f4b740ab758605c271fd8'}
contraction-dynamic-set-dollar,cdsd,{'ethereum': '0xde25486ccb4588ce5d9fb188fb6af72e768a466a'}
contracto,lock,{'binance-smart-chain': '0x559100c4c697ad514340943625bceeff8605cdc3'}
contribute,trib,{'ethereum': '0xe09216f1d343dd39d6aa732a08036fee48555af0'}
conun,con,{'ethereum': '0x4dd672e77c795844fe3a464ef8ef0faae617c8fb'}
convergence,conv,{'ethereum': '0xc834fa996fa3bec7aad3693af486ae53d8aa8b50'}
converter-finance,con,{'huobi-token': '0xeef1324343ca7bf6e743e21dd9e92dfa4efc3a56'}
convex-crv,cvxcrv,{'ethereum': '0x62b9c7356a2dc64a1969e19c23e4f579f9810aa7'}
convex-finance,cvx,{'ethereum': '0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b'}
cook,cook,"{'ethereum': '0xff75ced57419bcaebe5f05254983b013b0646ef5', 'binance-smart-chain': '0x965b0df5bda0e7a0649324d78f03d5f7f2de086a', 'huobi-token': '0x74189862b069e2be5f7c8e6ff08ea8e1b1948519', 'avalanche': '0x637afeff75ca669ff92e4570b14d6399a658902f'}"
cool-cats,cool20,{'ethereum': '0x2dab4ce3490bb50b2ea4c07ab1b6a9cfe29d89b3'}
cool-vault-nftx,cool,{'ethereum': '0x114f1388fab456c4ba31b1850b244eedcd024136'}
coomcoin,coom,{'ethereum': '0x2f3e054d233c93c59140c0905227c7c607c70cbb'}
coop-network,coop,{'ethereum': '0x689cf5f8dd09bbb4417514c88909bb64eba2547d'}
cope,cope,{'solana': '8HGyAAB1yoM1ttS7pXjHMa3dukTFGQggnFFH3hJZgzQh'}
copiosa,cop,{'binance-smart-chain': '0x8789337a176e6e7223ff115f1cd85c993d42c25c'}
cops-finance,cops,{'ethereum': '0x14dfa5cfaafe89d81d7bf3df4e11eaeda0416618'}
copuppy,cp,{'binance-smart-chain': '0x82c19905b036bf4e329740989dcf6ae441ae26c1'}
copycat-finance,copycat,{'binance-smart-chain': '0xd635b32688f36ee4a7fe117b4c91dd811277acb6'}
coral-swap,coral,{'': ''}
cord-finance,cord,{'binance-smart-chain': '0xa3506a4f978862a296b29816c4e65cf1a6f54aaa'}
core,cmcx,"{'ethereum': '0x5b685863494c33f344081f75e5430c260c224a32', 'binance-smart-chain': '0xb2343143f814639c9b1f42961c698247171df34a', 'tron': 'TKg1nGjtWYDcf1HNTSNQtwGwNAuTxd1X2A'}"
corestarter,cstr,{'solana': 'G7uYedVqFy97mzjygebnmmaMUVxWHFhNZotY6Zzsprvf'}
coreto,cor,"{'ethereum': '0x9c2dc0c3cc2badde84b0025cf4df1c5af288d835', 'binance-smart-chain': '0xa4b6573c9ae09d81e4d1360e6402b81f52557098', 'polygon-pos': '0x4fdce518fe527439fe76883e6b51a1c522b61b7c'}"
corgicoin,corgi,{'binance-smart-chain': '0x450dcf93160a30be156a4600802c91bf64dffd2e'}
corgidoge,corgi,{'binance-smart-chain': '0x802c68730212295149f2bea78c25e2cf5a05b8a0'}
corgi-inu,corgi,{'ethereum': '0xe50006781f435ae43096288334afd9ae5ba50065'}
corginftgame,cor,{'binance-smart-chain': '0x3581a7b7be2ed2edf98710910fd05b0e8545f1db'}
corgiswap,coris,{'binance-smart-chain': '0x2a2cd8b1f69eb9dda5d703b3498d97080c2f194f'}
corionx,corx,"{'ethereum': '0x26a604dffe3ddab3bee816097f81d3c4a2a4cf97', 'binance-smart-chain': '0x141383cdb8158982fb3469c3e49cc82f8026d968'}"
corn,corn,{'tron': ''}
cornatto,cnc,{'tron': 'TL5BvThAMg9QBCvbgXu7HwHh8HqGdAq4DD'}
cornichon,corn,{'ethereum': '0xa456b515303b2ce344e9d2601f91270f8c2fea5e'}
cornucopias,copi,"{'binance-smart-chain': '0xfea292e5ea4510881bdb840e3cec63abd43f936f', 'ethereum': '0x42baf1f659d765c65ade5bb7e08eb2c680360d9d'}"
corra-finance,cora,{'ethereum': '0x6a7260e44789aef24fdaf72d80ecdc253aaa079e'}
corsac,csct,{'binance-smart-chain': '0x63ac1962ff47921cbf66f444b907f8ab93da4f08'}
cortex,ctxc,{'': ''}
coshi-inu,coshi,{'ethereum': '0x668c50b1c7f46effbe3f242687071d7908aab00a'}
cosmic-coin,cosmic,{'harmony-shard-0': '0x6008c8769bfacd92251ba838382e7e5637c7e74d'}
cosmic-music,csmc,{'binance-smart-chain': '0x937a580dca21e3519ac5a66b7be55090d87b7c18'}
cosmicswap,cosmic,"{'binance-smart-chain': '0x960cc8f437165b7362a34d95d1ec62dd2a940f00', 'polygon-pos': '0xa5eb60ca85898f8b26e18ff7c7e43623ccba772c'}"
cosmic-universe-magic-token,magic,"{'harmony-shard-0': '0x892d81221484f690c0a97d3dd18b9144a3ecdfb7', 'binance-smart-chain': '0x24356e6354ae590a486f64cbde24c00608c532db'}"
cosmo-coin,cosm,{'ethereum': '0xd1e10c37a27d95d95720291b1dc6f12f74c71443'}
cosmos,atom,"{'': '', 'binance-smart-chain': '0x0eb3a705fc54725037cc9e008bdede697f62f335', 'osmosis': 'IBC/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2'}"
cosmostarter,csms,{'ethereum': '0x4461cfd640da24d1a4642fa5f9ea3e6da966b831'}
cosplay-token,cot,{'ethereum': '0xed64142f7d0a4d94ce0e7fe45d12f712fe360bd0'}
cosplay-token-2,cot,{'ethereum': '0x5cac718a3ae330d361e39244bf9e67ab17514ce8'}
cost-coin,akm,{'ethereum': '0x5f02cf3c7ada49dfc4a3645fc85c8ae86808dd9b'}
coti,coti,{'ethereum': '0xddb3422497e61e13543bea06989c0789117555c5'}
cotrader,cot,"{'ethereum': '0x5c872500c00565505f3624ab435c222e558e9ff8', 'binance-smart-chain': '0x304fc73e86601a61a6c6db5b0eafea587622acdc'}"
couchain,cou,{'ethereum': '0xf091cf09c51811819db705710e9634b8bf18f164'}
cougar-token,cgs,"{'harmony-shard-0': '0x6cc35220349c444c39b8e26b359757739aaec952', 'binance-smart-chain': '0x26d88b1e61e22da3f1a1ba95a1ba278f6fcef00b', 'polygon-pos': '0x047fd3b3d2366f9babe105ade4598e263d6c699c', 'fantom': '0x5a2e451fb1b46fde7718315661013ae1ae68e28c'}"
council-of-apes,coape,{'binance-smart-chain': '0x55006895f398d7713d69081144b19d8c9022b582'}
counos-coin,cca,{'': ''}
counosx,ccxx,{'': ''}
counterparty,xcp,{'': ''}
county-metaverse,county,{'binance-smart-chain': '0x1967cabd079fcdd363a044f1444bf00a94558a2f'}
cousin-doge,cousindoge,{'binance-smart-chain': '0xda8df4506de8e110cc216937945963bab380a615'}
covalent,cqt,{'ethereum': '0xd417144312dbf50465b1c641d016962017ef6240'}
covalent-cova,cova,{'ethereum': '0xb37a769b37224449d92aac57de379e1267cd3b00'}
covercompared,cvr,{'ethereum': '0x3c03b4ec9477809072ff9cc9292c9b25d4a8e6c6'}
cover-protocol,cover,"{'ethereum': '0x4688a8b1f292fdab17e9a90c8bc379dc1dbd8713', 'fantom': '0xb01e8419d842beebf1b70a7b5f7142abbaf7159d'}"
covesting,cov,"{'ethereum': '0xada86b1b313d1d5267e3fc0bb303f0a2b66d0ea7', 'binance-smart-chain': '0x0f237db17aa4e6de062e6f052bd9c805789b01c3'}"
covicoin,cvc,{'binance-smart-chain': '0xc6f0a9b75fa529dcc0f90459e30684e7ed9a9ea6'}
covid-token,covidtoken,{'binance-smart-chain': '0x23c28e9346c82228fb2b62b20b6fe5d75989f5b2'}
cowboy-snake,cows,{'binance-smart-chain': '0x33b48893b8f119fb45f431b36f830a9584804201'}
cow-inu,ci,{'binance-smart-chain': '0xceafc372af7fddccbfd28f10329710e58bb2f970'}
cowry,cow,{'': ''}
coxswap,cox,{'binance-smart-chain': '0x17fea92ca2e7570d07b63ecd6b698e01386555a4'}
cpchain,cpc,{'ethereum': '0xfae4ee59cdd86e3be9e8b90b53aa866327d7c090'}
cpos-cloud-payment,cpos,{'binance-smart-chain': '0xc0dc5adfae1dada9111f376810d772cabd9b6f13'}
cprop,cprop,{'ethereum': '0x0fb843d37aa2a99db8d81af9fe2f0a6485c7c002'}
cpuchain,cpu,{'': ''}
cpucoin,cpu,{'ethereum': '0x6d52dfefb16bb9cdc78bfca09061e44574886626'}
crabada,cra,{'avalanche': '0xa32608e873f9ddef944b24798db69d80bbb4d1ed'}
crabada-amulet,cram,{'avalanche': '0xd2cd7a59aa8f8fdc68d01b1e8a95747730b927d3'}
crafting-finance,crf,"{'binance-smart-chain': '0x508df5aa4746be37b5b6a69684dfd8bdc322219d', 'ethereum': '0x508df5aa4746be37b5b6a69684dfd8bdc322219d'}"
cranberry,crnbry,{'binance-smart-chain': '0x6a40a7a671d81728506370ce4f3b464303dd9125'}
cranx-chain,granx,{'ethereum': '0xbd668ec47e10d3bf23b1d68139e545162a0dfcfa'}
cratos,crts,"{'ethereum': '0x678e840c640f619e17848045d23072844224dd37', 'binance-smart-chain': '0x678e840c640f619e17848045d23072844224dd37'}"
crave,crave,{'': ''}
crazy-bunny-equity-token,cbunny,{'binance-smart-chain': '0xaec23008b1098e39c0f8de90bf7431d185efe8b3'}
crazytime,crazytime,{'binance-smart-chain': '0x94241428e0e36df628e0c2485bc0e158a5da3362'}
crb-coin,crb,"{'binance-smart-chain': '0x518afa06aeca8dd0946b89a565e51f5a91d81176', 'ethereum': '0x2fd8bc03d9e827f77fac20b5130ee98b7f80149d'}"
crd-network,crd,{'ethereum': '0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc'}
crdt,CRDT,{'ethereum': '0xdaab5e695bb0e8ce8384ee56ba38fa8290618e52'}
cream,crm,{'': ''}
cream-2,cream,"{'ethereum': '0x2ba592f78db6436527729929aaf6c908497cb200', 'fantom': '0x657a1861c15a3ded9af0b6799a195a249ebdcbc6', 'arbitrum-one': '0xf4d48ce3ee1ac3651998971541badbb9a14d7234', 'sora': '0x00521ad5caeadc2e3e04be4d4ebb0b7c8c9b71ba657c2362a3953490ebc81410'}"
cream-eth2,creth2,{'ethereum': '0xcbc1065255cbc3ab41a6868c22d1f1c573ab89fd'}
creampye,pye,{'binance-smart-chain': '0xaad87f47cdea777faf87e7602e91e3a6afbe4d57'}
creaticles,cre8,{'ethereum': '0xc36b4311b21fc0c2ead46f1ea6ce97c9c4d98d3d'}
creativecoin,crea,{'': ''}
creator-platform,ctr,"{'ethereum': '0x923b83c26b3809d960ff80332ed00aa46d7ed375', 'binance-smart-chain': '0xd6cce248263ea1e2b8cb765178c944fc16ed0727'}"
creator-protocol,cre,{'binance-smart-chain': '0xc2c14affaddee38d7375c400d144251a87d2c34a'}
credefi,credi,{'': ''}
credit,credit,{'': ''}
credit-2,CREDIT,{'ethereum': '0xc4cb5793bd58bad06bf51fb37717b86b02cbe8a4'}
creditcoin-2,ctc,{'ethereum': '0xa3ee21c306a700e682abcdfe9baa6a08f3820419'}
credits,cs,{'': ''}
credmark,cmk,{'ethereum': '0x68cfb82eacb9f198d508b514d898a403c449533e'}
creds,creds,{'ethereum': '0xc13f4f0f865bac08f62654b57e38669ebc4747a3'}
creed-finance,creed,{'ethereum': '0x675e7d927af7e6d0082e0153dc3485b687a6f0ad'}
crespo,cso,{'ethereum': '0x5ecb025e51415dba9fd272c551076357cf4069f5'}
crevacoin,creva,{'': ''}
crex-token,crex,{'waves': ''}
cribnb,crb,{'ethereum': '0x6767615a97a8204298bbac44c57ef1a615eed244'}
cricket-foundation,cric,{'': ''}
crimecash,ccash,{'binance-smart-chain': '0x0721dfa2f44e35bb18e21a823876bb7fc6dbe499'}
crimegold,cgold,{'binance-smart-chain': '0x167d52705064776823b67f4f63bed8fc46ed0eb5'}
criptoro-coin,ctro,{'ethereum': '0xb3ab2b676a1efdb16a227e151dc31f5bd3856744'}
crir-msh,msh,{'binance-smart-chain': '0xeae2bbbc0000f605bd37a02c7fe346a3b68b03eb'}
croat,croat,{'': ''}
crodex,crx,{'cronos': '0xe243ccab9e66e6cf1215376980811ddf1eb7f689'}
cromoon,moon,{'cronos': '0x7d30c36f845d1dee79f852abf3a8a402fadf3b53'}
cronaswap,crona,{'cronos': '0xadbd1231fb360047525bedf962581f3eee7b49fe'}
cropbytes,cbx,{'ethereum': '0x37fc4b48ce93469dbea9918468993c735049642a'}
cropperfinance,crp,{'solana': 'DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz'}
cross-chain-bch,ccbch,{'ethereum': '0xdb792b1d8869a7cfc34916d6c845ff05a7c9b789'}
cross-chain-bridge-token,bridge,"{'ethereum': '0x92868a5255c628da08f550a858a802f5351c5223', 'binance-smart-chain': '0x92868a5255c628da08f550a858a802f5351c5223', 'polygon-pos': '0x92868a5255c628da08f550a858a802f5351c5223'}"
cross-chain-capital,ccc,{'avalanche': '0x4939b3313e73ae8546b90e53e998e82274afdbdb'}
cross-chain-farming,CCF,{'binance-smart-chain': '0x7f9528b913a99989b88104b633d531241591a358'}
crosschain-iotx,ciotx,"{'polygon-pos': '0x300211def2a644b036a9bdd3e58159bb2074d388', 'iotex': '0x99b2b0efb56e62e36960c20cd5ca8ec6abd5557a'}"
crossfi,crfi,"{'binance-smart-chain': '0xae20bc46300bab5d85612c6bc6ea87ea0f186035', 'ethereum': '0x8848812bd31aeee33313c10a840ffc3169078c5b'}"
crossing-the-yellow-blocks,cbk,"{'ethereum': '0x87761e886399ef8e1624cb0db3230b075a322c88', 'binance-smart-chain': '0x4f60a160d8c2dddaafe16fcc57566db84d674bd6'}"
crosspad,cross,{'binance-smart-chain': '0x5b6ef1f87d5cec1e8508ddb5de7e895869e7a4a3'}
crossswap,cswap,"{'binance-smart-chain': '0xe0b0c16038845bed3fcf70304d3e167df81ce225', 'ethereum': '0xe0b0c16038845bed3fcf70304d3e167df81ce225'}"
crosswallet,cwt,"{'binance-smart-chain': '0x5a726a26edb0df8fd55f03cc30af8a7cea81e78d', 'tron': 'TY2Ge1YYphoAatwaBxa1zYfJVa8CqNyL6B'}"
crossy-animals,ca,{'binance-smart-chain': '0xfa71f9956996d3d54502a5c83290b6bb15cef0a4'}
crowdclassic,crcl,{'': ''}
crowdhero,crwd,{'binance-smart-chain': '0xca76a652ac3c3f3b8669bd41e22a9257bc6a6bc6'}
crowd-machine,cmct,{'ethereum': '0x47bc01597798dcd7506dcca36ac4302fc93a8cfb'}
crown,crw,{'': ''}
crowns,cws,"{'ethereum': '0xac0104cca91d167873b8601d2e71eb3d4d8c33e0', 'binance-smart-chain': '0xbcf39f0edda668c58371e519af37ca705f2bfcbd'}"
crowny-token,crwny,{'ethereum': '0xdbddf072d7aae7b9288e31a4eebe6c54e3a143b1'}
crow-token,crow,{'binance-smart-chain': '0xcc2e12a9b5b75360c6fbf23b584c275d52cddb0e'}
croxswap,crox,{'binance-smart-chain': '0x2c094f5a7d1146bb93850f629501eb749f6ed491'}
crude-token,crude,{'binance-smart-chain': '0x8db702d9d561921c45be8df38830a653e4bc0299'}
crunch,crunch,{'binance-smart-chain': '0x1164e6eaef5d6b57eb6e44db9cf593abe2f5fa82'}
crunchy-dao,crdao,{'tezos': 'KT1XPFjZqCULSnqfKaaYy8hJjeY63UNSGwXg'}
crunchy-network,crunch,{'tezos': 'KT1BHCumksALJQJ8q8to2EPigPW6qpyTr7Ng'}
